,Unnamed: 0,2016,2017,2018,2019,Info_Label,Yahoo_Ticker,SGX_TradingCode,SGX_RIC,SGX_CoyName,Statement_Type,Sector
45,1,,,,,effectOfAccountingCharges,532.SI,532,DISA.SI,DISA,Income_Statement,Industrial Conglomerates
46,2,-12296000.0,-17959000.0,-11907000.0,-18698000.0,incomeBeforeTax,532.SI,532,DISA.SI,DISA,Income_Statement,Industrial Conglomerates
47,3,-9107000.0,-10025000.0,-9800000.0,-9659000.0,minorityInterest,532.SI,532,DISA.SI,DISA,Income_Statement,Industrial Conglomerates
48,4,-10805000.0,-16029000.0,-11998000.0,-16962000.0,netIncome,532.SI,532,DISA.SI,DISA,Income_Statement,Industrial Conglomerates
49,5,2888000.0,4803000.0,7591000.0,7298000.0,sellingGeneralAdministrative,532.SI,532,DISA.SI,DISA,Income_Statement,Industrial Conglomerates
50,6,317000.0,332000.0,496000.0,739000.0,grossProfit,532.SI,532,DISA.SI,DISA,Income_Statement,Industrial Conglomerates
51,7,-6573000.0,-7158000.0,-10743000.0,-9277000.0,ebit,532.SI,532,DISA.SI,DISA,Income_Statement,Industrial Conglomerates
52,8,-6573000.0,-7158000.0,-10743000.0,-9277000.0,operatingIncome,532.SI,532,DISA.SI,DISA,Income_Statement,Industrial Conglomerates
53,9,14000.0,1108000.0,2103000.0,1070000.0,otherOperatingExpenses,532.SI,532,DISA.SI,DISA,Income_Statement,Industrial Conglomerates
54,10,-588000.0,-762000.0,-1127000.0,-569000.0,interestExpense,532.SI,532,DISA.SI,DISA,Income_Statement,Industrial Conglomerates
55,11,,,,,extraordinaryItems,532.SI,532,DISA.SI,DISA,Income_Statement,Industrial Conglomerates
56,12,,,,,nonRecurring,532.SI,532,DISA.SI,DISA,Income_Statement,Industrial Conglomerates
57,13,,,,,otherItems,532.SI,532,DISA.SI,DISA,Income_Statement,Industrial Conglomerates
58,14,-239000.0,-238000.0,-222000.0,-1790000.0,incomeTaxExpense,532.SI,532,DISA.SI,DISA,Income_Statement,Industrial Conglomerates
59,15,582000.0,544000.0,564000.0,817000.0,totalRevenue,532.SI,532,DISA.SI,DISA,Income_Statement,Industrial Conglomerates
60,16,7155000.0,7702000.0,11307000.0,10094000.0,totalOperatingExpenses,532.SI,532,DISA.SI,DISA,Income_Statement,Industrial Conglomerates
61,17,265000.0,212000.0,68000.0,78000.0,costOfRevenue,532.SI,532,DISA.SI,DISA,Income_Statement,Industrial Conglomerates
62,18,-5723000.0,-10801000.0,-1164000.0,-9421000.0,totalOtherIncomeExpenseNet,532.SI,532,DISA.SI,DISA,Income_Statement,Industrial Conglomerates
63,19,245000.0,50000.0,,,discontinuedOperations,532.SI,532,DISA.SI,DISA,Income_Statement,Industrial Conglomerates
64,20,-12057000.0,-17721000.0,-11685000.0,-16908000.0,netIncomeFromContinuingOps,532.SI,532,DISA.SI,DISA,Income_Statement,Industrial Conglomerates
65,21,-10805000.0,-16029000.0,-11998000.0,-16962000.0,netIncomeApplicableToCommonShares,532.SI,532,DISA.SI,DISA,Income_Statement,Industrial Conglomerates
66,0,297195000.0,317707000.0,333115000.0,339356000.0,totalLiab,BHQ.SI,BHQ,SUND.SI,Sunningdale_Tech,Balance_Sheet,Industrial Conglomerates
67,1,351317000.0,366124000.0,381315000.0,369542000.0,totalStockholderEquity,BHQ.SI,BHQ,SUND.SI,Sunningdale_Tech,Balance_Sheet,Industrial Conglomerates
68,2,47650000.0,57319000.0,72930000.0,58039000.0,otherCurrentLiab,BHQ.SI,BHQ,SUND.SI,Sunningdale_Tech,Balance_Sheet,Industrial Conglomerates
69,3,648512000.0,683831000.0,714430000.0,708898000.0,totalAssets,BHQ.SI,BHQ,SUND.SI,Sunningdale_Tech,Balance_Sheet,Industrial Conglomerates
70,4,300146000.0,301015000.0,302096000.0,303313000.0,commonStock,BHQ.SI,BHQ,SUND.SI,Sunningdale_Tech,Balance_Sheet,Industrial Conglomerates
71,5,3684000.0,4526000.0,9314000.0,10787000.0,otherCurrentAssets,BHQ.SI,BHQ,SUND.SI,Sunningdale_Tech,Balance_Sheet,Industrial Conglomerates
72,6,73555000.0,65398000.0,82126000.0,74446000.0,retainedEarnings,BHQ.SI,BHQ,SUND.SI,Sunningdale_Tech,Balance_Sheet,Industrial Conglomerates
73,7,9633000.0,9738000.0,9232000.0,10332000.0,otherLiab,BHQ.SI,BHQ,SUND.SI,Sunningdale_Tech,Balance_Sheet,Industrial Conglomerates
74,8,12704000.0,12704000.0,12682000.0,12682000.0,goodWill,BHQ.SI,BHQ,SUND.SI,Sunningdale_Tech,Balance_Sheet,Industrial Conglomerates
75,9,-22384000.0,-289000.0,-2907000.0,-8217000.0,treasuryStock,BHQ.SI,BHQ,SUND.SI,Sunningdale_Tech,Balance_Sheet,Industrial Conglomerates
76,10,1899000.0,2731000.0,2844000.0,3707000.0,otherAssets,BHQ.SI,BHQ,SUND.SI,Sunningdale_Tech,Balance_Sheet,Industrial Conglomerates
77,11,113586000.0,103644000.0,87055000.0,101820000.0,cash,BHQ.SI,BHQ,SUND.SI,Sunningdale_Tech,Balance_Sheet,Industrial Conglomerates
78,12,252368000.0,265108000.0,300425000.0,272971000.0,totalCurrentLiabilities,BHQ.SI,BHQ,SUND.SI,Sunningdale_Tech,Balance_Sheet,Industrial Conglomerates
79,13,1598000.0,2471000.0,2707000.0,3652000.0,deferredLongTermAssetCharges,BHQ.SI,BHQ,SUND.SI,Sunningdale_Tech,Balance_Sheet,Industrial Conglomerates
80,14,12430000.0,16376000.0,33124000.0,13817000.0,shortLongTermDebt,BHQ.SI,BHQ,SUND.SI,Sunningdale_Tech,Balance_Sheet,Industrial Conglomerates
81,15,-22384000.0,-289000.0,-2907000.0,-8217000.0,otherStockholderEquity,BHQ.SI,BHQ,SUND.SI,Sunningdale_Tech,Balance_Sheet,Industrial Conglomerates
82,16,191608000.0,193865000.0,190435000.0,213213000.0,propertyPlantEquipment,BHQ.SI,BHQ,SUND.SI,Sunningdale_Tech,Balance_Sheet,Industrial Conglomerates
83,17,432284000.0,464147000.0,498866000.0,470674000.0,totalCurrentAssets,BHQ.SI,BHQ,SUND.SI,Sunningdale_Tech,Balance_Sheet,Industrial Conglomerates
84,18,5277000.0,7505000.0,8198000.0,8622000.0,longTermInvestments,BHQ.SI,BHQ,SUND.SI,Sunningdale_Tech,Balance_Sheet,Industrial Conglomerates
85,19,333873000.0,350541000.0,367228000.0,356860000.0,netTangibleAssets,BHQ.SI,BHQ,SUND.SI,Sunningdale_Tech,Balance_Sheet,Industrial Conglomerates
86,20,195130000.0,232191000.0,282631000.0,244163000.0,netReceivables,BHQ.SI,BHQ,SUND.SI,Sunningdale_Tech,Balance_Sheet,Industrial Conglomerates
87,21,35194000.0,42861000.0,23458000.0,40670000.0,longTermDebt,BHQ.SI,BHQ,SUND.SI,Sunningdale_Tech,Balance_Sheet,Industrial Conglomerates
88,22,114937000.0,118310000.0,114911000.0,111019000.0,inventory,BHQ.SI,BHQ,SUND.SI,Sunningdale_Tech,Balance_Sheet,Industrial Conglomerates
89,23,73240000.0,77883000.0,72645000.0,66900000.0,accountsPayable,BHQ.SI,BHQ,SUND.SI,Sunningdale_Tech,Balance_Sheet,Industrial Conglomerates
90,24,4740000.0,2879000.0,1405000.0,,intangibleAssets,BHQ.SI,BHQ,SUND.SI,Sunningdale_Tech,Balance_Sheet,Industrial Conglomerates
91,0,1623000000.0,1783000000.0,1429000000.0,1606000000.0,intangibleAssets,J37.SI,J37,JSH.SI,JSH_USD,Balance_Sheet,Industrial Conglomerates
92,1,1120000000.0,1120000000.0,1120000000.0,1120000000.0,capitalSurplus,J37.SI,J37,JSH.SI,JSH_USD,Balance_Sheet,Industrial Conglomerates
93,2,19702000000.0,22844000000.0,28827000000.0,29265000000.0,totalLiab,J37.SI,J37,JSH.SI,JSH_USD,Balance_Sheet,Industrial Conglomerates
94,3,26142000000.0,30553000000.0,31232000000.0,35757000000.0,totalStockholderEquity,J37.SI,J37,JSH.SI,JSH_USD,Balance_Sheet,Industrial Conglomerates
95,4,24064000000.0,27677000000.0,28342000000.0,29903000000.0,minorityInterest,J37.SI,J37,JSH.SI,JSH_USD,Balance_Sheet,Industrial Conglomerates
96,5,7704000000.0,9069000000.0,9453000000.0,8931000000.0,otherCurrentLiab,J37.SI,J37,JSH.SI,JSH_USD,Balance_Sheet,Industrial Conglomerates
97,6,69908000000.0,81074000000.0,88401000000.0,94925000000.0,totalAssets,J37.SI,J37,JSH.SI,JSH_USD,Balance_Sheet,Industrial Conglomerates
98,7,56000000.0,56000000.0,56000000.0,56000000.0,commonStock,J37.SI,J37,JSH.SI,JSH_USD,Balance_Sheet,Industrial Conglomerates
99,8,28498000000.0,32615000000.0,33996000000.0,36085000000.0,retainedEarnings,J37.SI,J37,JSH.SI,JSH_USD,Balance_Sheet,Industrial Conglomerates
100,9,1308000000.0,1285000000.0,1650000000.0,1776000000.0,otherLiab,J37.SI,J37,JSH.SI,JSH_USD,Balance_Sheet,Industrial Conglomerates
101,10,1038000000.0,1049000000.0,1063000000.0,1087000000.0,goodWill,J37.SI,J37,JSH.SI,JSH_USD,Balance_Sheet,Industrial Conglomerates
102,11,-3532000000.0,-3238000000.0,-3940000000.0,-1504000000.0,treasuryStock,J37.SI,J37,JSH.SI,JSH_USD,Balance_Sheet,Industrial Conglomerates
103,12,31421000000.0,36499000000.0,37687000000.0,40257000000.0,otherAssets,J37.SI,J37,JSH.SI,JSH_USD,Balance_Sheet,Industrial Conglomerates
104,13,5103000000.0,5302000000.0,4590000000.0,5602000000.0,cash,J37.SI,J37,JSH.SI,JSH_USD,Balance_Sheet,Industrial Conglomerates
105,14,11758000000.0,14216000000.0,17160000000.0,15974000000.0,totalCurrentLiabilities,J37.SI,J37,JSH.SI,JSH_USD,Balance_Sheet,Industrial Conglomerates
106,15,332000000.0,375000000.0,340000000.0,415000000.0,deferredLongTermAssetCharges,J37.SI,J37,JSH.SI,JSH_USD,Balance_Sheet,Industrial Conglomerates
107,16,2197000000.0,2192000000.0,3241000000.0,2211000000.0,shortLongTermDebt,J37.SI,J37,JSH.SI,JSH_USD,Balance_Sheet,Industrial Conglomerates
108,17,-1614000000.0,-1238000000.0,-1801000000.0,790000000.0,otherStockholderEquity,J37.SI,J37,JSH.SI,JSH_USD,Balance_Sheet,Industrial Conglomerates
109,18,6109000000.0,6789000000.0,11719000000.0,11750000000.0,propertyPlantEquipment,J37.SI,J37,JSH.SI,JSH_USD,Balance_Sheet,Industrial Conglomerates
110,19,16124000000.0,17033000000.0,17038000000.0,18559000000.0,totalCurrentAssets,J37.SI,J37,JSH.SI,JSH_USD,Balance_Sheet,Industrial Conglomerates
111,20,13593000000.0,17921000000.0,19465000000.0,21666000000.0,longTermInvestments,J37.SI,J37,JSH.SI,JSH_USD,Balance_Sheet,Industrial Conglomerates
112,21,23481000000.0,27721000000.0,28740000000.0,33064000000.0,netTangibleAssets,J37.SI,J37,JSH.SI,JSH_USD,Balance_Sheet,Industrial Conglomerates
113,22,65000000.0,23000000.0,50000000.0,29000000.0,shortTermInvestments,J37.SI,J37,JSH.SI,JSH_USD,Balance_Sheet,Industrial Conglomerates
114,23,6100000000.0,6422000000.0,7099000000.0,7676000000.0,netReceivables,J37.SI,J37,JSH.SI,JSH_USD,Balance_Sheet,Industrial Conglomerates
115,24,6632000000.0,7342000000.0,6946000000.0,8673000000.0,longTermDebt,J37.SI,J37,JSH.SI,JSH_USD,Balance_Sheet,Industrial Conglomerates
116,25,4853000000.0,5275000000.0,5299000000.0,5252000000.0,inventory,J37.SI,J37,JSH.SI,JSH_USD,Balance_Sheet,Industrial Conglomerates
117,26,3000000.0,11000000.0,,,otherCurrentAssets,J37.SI,J37,JSH.SI,JSH_USD,Balance_Sheet,Industrial Conglomerates
118,0,13463000.0,12059000.0,10655000.0,120000.0,intangibleAssets,532.SI,532,DISA.SI,DISA,Balance_Sheet,Industrial Conglomerates
119,1,16043000.0,18162000.0,18755000.0,2599000.0,totalLiab,532.SI,532,DISA.SI,DISA,Balance_Sheet,Industrial Conglomerates
120,2,26433000.0,28619000.0,37114000.0,21792000.0,totalStockholderEquity,532.SI,532,DISA.SI,DISA,Balance_Sheet,Industrial Conglomerates
121,3,-9107000.0,-10025000.0,-9800000.0,-9659000.0,minorityInterest,532.SI,532,DISA.SI,DISA,Balance_Sheet,Industrial Conglomerates
122,4,1665000.0,985000.0,1170000.0,989000.0,otherCurrentLiab,532.SI,532,DISA.SI,DISA,Balance_Sheet,Industrial Conglomerates
123,5,33369000.0,36756000.0,46069000.0,14732000.0,totalAssets,532.SI,532,DISA.SI,DISA,Balance_Sheet,Industrial Conglomerates
124,6,154474000.0,37140000.0,58680000.0,58680000.0,commonStock,532.SI,532,DISA.SI,DISA,Balance_Sheet,Industrial Conglomerates
125,7,517000.0,217000.0,205000.0,331000.0,otherCurrentAssets,532.SI,532,DISA.SI,DISA,Balance_Sheet,Industrial Conglomerates
126,8,-132438000.0,-12879000.0,-24382000.0,-41404000.0,retainedEarnings,532.SI,532,DISA.SI,DISA,Balance_Sheet,Industrial Conglomerates
127,9,4397000.0,4358000.0,2816000.0,4516000.0,treasuryStock,532.SI,532,DISA.SI,DISA,Balance_Sheet,Industrial Conglomerates
128,10,5343000.0,20165000.0,30594000.0,13025000.0,cash,532.SI,532,DISA.SI,DISA,Balance_Sheet,Industrial Conglomerates
129,11,12524000.0,4115000.0,16881000.0,2450000.0,totalCurrentLiabilities,532.SI,532,DISA.SI,DISA,Balance_Sheet,Industrial Conglomerates
130,12,4397000.0,4358000.0,2816000.0,4516000.0,otherStockholderEquity,532.SI,532,DISA.SI,DISA,Balance_Sheet,Industrial Conglomerates
131,13,164000.0,456000.0,982000.0,900000.0,propertyPlantEquipment,532.SI,532,DISA.SI,DISA,Balance_Sheet,Industrial Conglomerates
132,14,12797000.0,24150000.0,34432000.0,13712000.0,totalCurrentAssets,532.SI,532,DISA.SI,DISA,Balance_Sheet,Industrial Conglomerates
133,15,12970000.0,16560000.0,26459000.0,21672000.0,netTangibleAssets,532.SI,532,DISA.SI,DISA,Balance_Sheet,Industrial Conglomerates
134,16,4467000.0,1492000.0,1320000.0,222000.0,netReceivables,532.SI,532,DISA.SI,DISA,Balance_Sheet,Industrial Conglomerates
135,17,1896000.0,1893000.0,1930000.0,898000.0,accountsPayable,532.SI,532,DISA.SI,DISA,Balance_Sheet,Industrial Conglomerates
136,18,3049000.0,2029000.0,1790000.0,,otherLiab,532.SI,532,DISA.SI,DISA,Balance_Sheet,Industrial Conglomerates
137,19,6930000.0,,11916000.0,,shortLongTermDebt,532.SI,532,DISA.SI,DISA,Balance_Sheet,Industrial Conglomerates
138,20,2222000.0,2222000.0,2222000.0,,shortTermInvestments,532.SI,532,DISA.SI,DISA,Balance_Sheet,Industrial Conglomerates
139,21,6899000.0,91000.0,,,otherAssets,532.SI,532,DISA.SI,DISA,Balance_Sheet,Industrial Conglomerates
140,22,385000.0,11918000.0,,,longTermDebt,532.SI,532,DISA.SI,DISA,Balance_Sheet,Industrial Conglomerates
141,23,46000.0,,,,longTermInvestments,532.SI,532,DISA.SI,DISA,Balance_Sheet,Industrial Conglomerates
142,24,71000.0,,,,inventory,532.SI,532,DISA.SI,DISA,Balance_Sheet,Industrial Conglomerates
143,0,18158000.0,17380000.0,7511000.0,-2947000.0,changeToLiabilities,BHQ.SI,BHQ,SUND.SI,Sunningdale_Tech,Cash_Flow,Industrial Conglomerates
144,1,-27684000.0,-34270000.0,-41699000.0,-4904000.0,totalCashflowsFromInvestingActivities,BHQ.SI,BHQ,SUND.SI,Sunningdale_Tech,Cash_Flow,Industrial Conglomerates
145,2,-21178000.0,5146000.0,5251000.0,-10938000.0,netBorrowings,BHQ.SI,BHQ,SUND.SI,Sunningdale_Tech,Cash_Flow,Industrial Conglomerates
146,3,-26132000.0,-10839000.0,-9039000.0,-26084000.0,totalCashFromFinancingActivities,BHQ.SI,BHQ,SUND.SI,Sunningdale_Tech,Cash_Flow,Industrial Conglomerates
147,4,4825000.0,-2822000.0,-3561000.0,-4929000.0,changeToOperatingActivities,BHQ.SI,BHQ,SUND.SI,Sunningdale_Tech,Cash_Flow,Industrial Conglomerates
148,5,39071000.0,31360000.0,29758000.0,7988000.0,netIncome,BHQ.SI,BHQ,SUND.SI,Sunningdale_Tech,Cash_Flow,Industrial Conglomerates
149,6,-1787000.0,-10073000.0,-16467000.0,14897000.0,changeInCash,BHQ.SI,BHQ,SUND.SI,Sunningdale_Tech,Cash_Flow,Industrial Conglomerates
150,7,-795000.0,-3255000.0,-1060000.0,-1549000.0,effectOfExchangeRate,BHQ.SI,BHQ,SUND.SI,Sunningdale_Tech,Cash_Flow,Industrial Conglomerates
151,8,52824000.0,38291000.0,35331000.0,47434000.0,totalCashFromOperatingActivities,BHQ.SI,BHQ,SUND.SI,Sunningdale_Tech,Cash_Flow,Industrial Conglomerates
152,9,31116000.0,30425000.0,30735000.0,36537000.0,depreciation,BHQ.SI,BHQ,SUND.SI,Sunningdale_Tech,Cash_Flow,Industrial Conglomerates
153,10,1075000.0,-1871000.0,-5105000.0,770000.0,otherCashflowsFromInvestingActivities,BHQ.SI,BHQ,SUND.SI,Sunningdale_Tech,Cash_Flow,Industrial Conglomerates
154,11,-9335000.0,-15985000.0,-14190000.0,-15252000.0,dividendsPaid,BHQ.SI,BHQ,SUND.SI,Sunningdale_Tech,Cash_Flow,Industrial Conglomerates
155,12,-9468000.0,-7982000.0,6561000.0,3725000.0,changeToInventory,BHQ.SI,BHQ,SUND.SI,Sunningdale_Tech,Cash_Flow,Industrial Conglomerates
156,13,-30849000.0,-32322000.0,-29717000.0,8948000.0,changeToAccountReceivables,BHQ.SI,BHQ,SUND.SI,Sunningdale_Tech,Cash_Flow,Industrial Conglomerates
157,14,4381000.0,-100000.0,-100000.0,106000.0,otherCashflowsFromFinancingActivities,BHQ.SI,BHQ,SUND.SI,Sunningdale_Tech,Cash_Flow,Industrial Conglomerates
158,15,-29000.0,2252000.0,-5956000.0,-1888000.0,changeToNetincome,BHQ.SI,BHQ,SUND.SI,Sunningdale_Tech,Cash_Flow,Industrial Conglomerates
159,16,-36031000.0,-33871000.0,-37008000.0,-34572000.0,capitalExpenditures,BHQ.SI,BHQ,SUND.SI,Sunningdale_Tech,Cash_Flow,Industrial Conglomerates
160,17,-1420000.0,-1420000.0,-111000.0,,investments,BHQ.SI,BHQ,SUND.SI,Sunningdale_Tech,Cash_Flow,Industrial Conglomerates
161,0,-724000000.0,-2496000000.0,-1700000000.0,-1149000000.0,investments,J37.SI,J37,JSH.SI,JSH_USD,Cash_Flow,Industrial Conglomerates
162,1,422000000.0,1364000000.0,890000000.0,-1056000000.0,changeToLiabilities,J37.SI,J37,JSH.SI,JSH_USD,Cash_Flow,Industrial Conglomerates
163,2,-2110000000.0,-4142000000.0,-4579000000.0,-2730000000.0,totalCashflowsFromInvestingActivities,J37.SI,J37,JSH.SI,JSH_USD,Cash_Flow,Industrial Conglomerates
164,3,519000000.0,1678000000.0,654000000.0,-11000000.0,netBorrowings,J37.SI,J37,JSH.SI,JSH_USD,Cash_Flow,Industrial Conglomerates
165,4,-724000000.0,521000000.0,-879000000.0,-1289000000.0,totalCashFromFinancingActivities,J37.SI,J37,JSH.SI,JSH_USD,Cash_Flow,Industrial Conglomerates
166,5,-33000000.0,-50000000.0,8000000.0,-39000000.0,changeToOperatingActivities,J37.SI,J37,JSH.SI,JSH_USD,Cash_Flow,Industrial Conglomerates
167,6,2741000000.0,4305000000.0,1827000000.0,2178000000.0,netIncome,J37.SI,J37,JSH.SI,JSH_USD,Cash_Flow,Industrial Conglomerates
168,7,523000000.0,207000000.0,-743000000.0,1028000000.0,changeInCash,J37.SI,J37,JSH.SI,JSH_USD,Cash_Flow,Industrial Conglomerates
169,8,-75000000.0,78000000.0,-170000000.0,84000000.0,effectOfExchangeRate,J37.SI,J37,JSH.SI,JSH_USD,Cash_Flow,Industrial Conglomerates
170,9,3432000000.0,3750000000.0,4885000000.0,4963000000.0,totalCashFromOperatingActivities,J37.SI,J37,JSH.SI,JSH_USD,Cash_Flow,Industrial Conglomerates
171,10,884000000.0,917000000.0,1979000000.0,2195000000.0,depreciation,J37.SI,J37,JSH.SI,JSH_USD,Cash_Flow,Industrial Conglomerates
172,11,4000000.0,4000000.0,4000000.0,-57000000.0,otherCashflowsFromInvestingActivities,J37.SI,J37,JSH.SI,JSH_USD,Cash_Flow,Industrial Conglomerates
173,12,-317000000.0,-331000000.0,-351000000.0,-376000000.0,dividendsPaid,J37.SI,J37,JSH.SI,JSH_USD,Cash_Flow,Industrial Conglomerates
